input_index,target_n,status,final_correctness,failure_kind,factor_expression,parser_success,raw_output_count,parsed_output_count,parse_failure_count,provider_attempt_count,retry_count,usage_total_tokens,cost_estimate,latency_ms,providers,models
17,1140457,passed,true,,1021 * 1117,true,1,1,0,1,0,980,0.0031270000000000004,11189,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
18,1143379,passed,true,,1031 * 1109,true,1,1,0,1,0,968,0.0030742000000000005,11189,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
19,1151627,passed,true,,1031 * 1117,true,1,1,0,1,0,1110,0.003705,13647,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
20,1167989,passed,true,,1013 * 1153,true,1,1,0,1,0,983,0.0031402,11709,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
21,1173467,passed,true,,1009 * 1163,true,1,1,0,1,0,829,0.0024626,8892,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
22,1193249,passed,true,,1019 * 1171,true,1,1,0,1,0,944,0.0029686000000000005,10129,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
23,1202431,failed,false,executor_error,,false,0,0,0,1,0,0,0.0,20120,[],[]
24,1208509,passed,true,,1013 * 1193,true,1,1,0,1,0,904,0.0027985999999999996,9918,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
25,1216613,passed,true,,1013 * 1201,true,1,1,0,1,0,821,0.0024274,8830,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
26,1223819,passed,true,,1019 * 1201,true,1,1,0,1,0,926,0.0028894000000000003,11182,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
27,1223917,passed,true,,1009 * 1213,true,1,1,0,1,0,762,0.0021678,7638,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
28,1227953,passed,true,,1009 * 1217,true,1,1,0,1,0,798,0.0023262,7784,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
29,1236047,passed,true,,1019 * 1213,true,1,1,0,1,0,888,0.0027222,9691,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
30,1260241,passed,true,,1009 * 1249,true,1,1,0,1,0,821,0.0024274,8574,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
31,1282921,passed,true,,1019 * 1259,true,1,1,0,1,0,1162,0.0039278,15156,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
32,1288493,passed,true,,1009 * 1277,true,1,1,0,1,0,1164,0.0039366,16138,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
33,1294547,passed,true,,1009 * 1283,true,1,1,0,1,0,816,0.0024054000000000002,7913,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
34,1313861,passed,true,,1013 * 1297,true,1,1,0,1,0,842,0.0025198000000000004,9655,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
35,1318649,passed,true,,1031 * 1279,true,1,1,0,1,0,1170,0.003963,14436,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
36,1330871,passed,true,,1009 * 1319,true,1,1,0,1,0,935,0.002929,12419,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
37,1331021,passed,true,,1031 * 1291,true,1,1,0,1,0,1296,0.0045234,17431,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
38,1338173,passed,true,,1013 * 1321,true,1,1,0,1,0,846,0.0025374000000000004,9087,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
39,1343393,passed,true,,1031 * 1303,true,1,1,0,1,0,1283,0.0044602,17251,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
40,1344251,passed,true,,1013 * 1327,true,1,1,0,1,0,886,0.0027134000000000004,9634,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
41,1347517,passed,true,,1031 * 1307,true,1,1,0,1,0,1034,0.0033646000000000006,12339,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
42,1348741,passed,true,,1021 * 1321,true,1,1,0,1,0,1046,0.0034174,12063,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
43,1354867,failed,false,executor_error,,false,0,0,0,1,0,0,0.0,20117,[],[]
44,1361951,passed,true,,1031 * 1321,true,1,1,0,1,0,1152,0.0038898,19079,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
45,1385357,passed,true,,1009 * 1373,true,1,1,0,1,0,776,0.0022294000000000003,8651,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
46,1386859,passed,true,,1019 * 1361,true,1,1,0,1,0,936,0.0029334000000000005,11256,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
47,1409377,passed,true,,1031 * 1367,true,1,1,0,1,0,1235,0.004249,16809,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
48,1411591,passed,true,,1009 * 1399,true,1,1,0,1,0,897,0.0027678,10183,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
49,1417187,passed,true,,1013 * 1399,true,1,1,0,1,0,972,0.0030918000000000005,10966,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
50,1435771,passed,true,,1019 * 1409,true,1,1,0,1,0,1317,0.0046098,17317,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
51,1452679,passed,true,,1031 * 1409,true,1,1,0,1,0,1221,0.0041874,14821,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
52,1452883,passed,true,,1021 * 1423,true,1,1,0,1,0,1133,0.0038002000000000005,13745,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
53,1454113,passed,true,,1019 * 1427,true,1,1,0,1,0,1008,0.0032502000000000004,12186,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
54,1466077,passed,true,,1009 * 1453,true,1,1,0,1,0,914,0.0028366000000000003,10453,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
55,1477387,passed,true,,1021 * 1447,true,1,1,0,1,0,949,0.0029906000000000004,10817,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
56,1478569,passed,true,,1019 * 1451,true,1,1,0,1,0,998,0.0032062,11984,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
57,1500383,passed,true,,1009 * 1487,true,1,1,0,1,0,910,0.0028190000000000003,19301,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
58,1502279,passed,true,,1013 * 1483,true,1,1,0,1,0,883,0.0027002000000000003,9157,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
59,1504229,passed,true,,1031 * 1459,true,1,1,0,1,0,1337,0.0046978,17670,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
60,1506437,passed,true,,1009 * 1493,true,1,1,0,1,0,803,0.0023482,8325,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
61,1508357,passed,true,,1013 * 1489,true,1,1,0,1,0,1108,0.0036902000000000003,13681,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
62,1512101,passed,true,,1021 * 1481,true,1,1,0,1,0,1062,0.0034938,12701,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
63,1512491,passed,true,,1009 * 1499,true,1,1,0,1,0,945,0.0029730000000000004,11721,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
64,1518487,passed,true,,1013 * 1499,true,1,1,0,1,0,1081,0.0035714,12338,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
65,1520269,passed,true,,1021 * 1489,true,1,1,0,1,0,1001,0.0032194000000000003,11524,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
66,1521367,passed,true,,1019 * 1493,true,1,1,0,1,0,1347,0.0047478,17450,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
67,1528973,passed,true,,1031 * 1483,true,1,1,0,1,0,1130,0.0037870000000000004,13448,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
68,1539283,passed,true,,1031 * 1493,true,1,1,0,1,0,1261,0.0043634,15198,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
69,1557841,failed,false,executor_error,,false,0,0,0,1,0,0,0.0,20334,[],[]
70,1572317,passed,true,,1019 * 1543,true,1,1,0,1,0,898,0.0027662000000000003,9380,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
71,1575403,passed,true,,1021 * 1543,true,1,1,0,1,0,1055,0.0034570000000000004,12496,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
72,1588621,passed,true,,1019 * 1559,true,1,1,0,1,0,952,0.0030038,10248,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
73,1591423,passed,true,,1013 * 1571,true,1,1,0,1,0,818,0.0024202,7969,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
74,1593211,passed,true,,1009 * 1579,true,1,1,0,1,0,824,0.0024406000000000002,8782,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
75,1599527,passed,true,,1013 * 1579,true,1,1,0,1,0,921,0.0028674000000000004,10025,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
76,1619701,passed,true,,1031 * 1571,true,1,1,0,1,0,1178,0.0039982,15304,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
77,1621813,passed,true,,1013 * 1601,true,1,1,0,1,0,846,0.0025434,8808,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
78,1627949,passed,true,,1031 * 1579,true,1,1,0,1,0,1158,0.0039102,14937,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
79,1637533,passed,true,,1019 * 1607,true,1,1,0,1,0,941,0.0029554000000000004,10175,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
80,1640747,passed,true,,1021 * 1607,true,1,1,0,1,0,1109,0.0036946000000000006,12905,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
81,1652999,passed,true,,1021 * 1619,true,1,1,0,1,0,1017,0.0032898000000000007,11453,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
82,1656817,passed,true,,1031 * 1607,true,1,1,0,1,0,1065,0.0035010000000000006,12716,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
83,1657913,passed,true,,1019 * 1627,true,1,1,0,1,0,877,0.0026738000000000005,9553,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
84,1658281,passed,true,,1013 * 1637,true,1,1,0,1,0,947,0.0029818,10038,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
85,1669189,passed,true,,1031 * 1619,true,1,1,0,1,0,1223,0.0041962,15620,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
86,1684619,passed,true,,1013 * 1663,true,1,1,0,1,0,889,0.0027266,9240,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
87,1688483,passed,true,,1019 * 1657,true,1,1,0,1,0,1079,0.0035626000000000004,12649,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
88,1700711,passed,true,,1019 * 1669,true,1,1,0,1,0,971,0.0030874000000000006,10738,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
89,1708367,passed,true,,1031 * 1657,true,1,1,0,1,0,1082,0.0035758000000000005,12547,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
90,1715009,passed,true,,1013 * 1693,true,1,1,0,1,0,919,0.0028646,10124,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
91,1718677,passed,true,,1031 * 1667,true,1,1,0,1,0,1332,0.0046758,16997,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
92,1721087,passed,true,,1013 * 1699,true,1,1,0,1,0,1014,0.0032826,11358,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
93,1745399,passed,true,,1013 * 1723,true,1,1,0,1,0,1057,0.0034658000000000007,12515,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
94,1751669,passed,true,,1031 * 1699,true,1,1,0,1,0,1145,0.003859,13662,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
95,1753699,passed,true,,1019 * 1721,true,1,1,0,1,0,946,0.0029774000000000003,10402,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
96,1755737,passed,true,,1019 * 1723,true,1,1,0,1,0,1028,0.0033382000000000004,11561,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
97,1756669,passed,true,,1009 * 1741,true,1,1,0,1,0,1263,0.0043722,16178,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
98,1759183,passed,true,,1021 * 1723,true,1,1,0,1,0,1001,0.0032194000000000003,11827,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
99,1774351,passed,true,,1031 * 1721,true,1,1,0,1,0,1142,0.0038398000000000004,14226,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
100,1776413,passed,true,,1031 * 1723,true,1,1,0,1,0,1466,0.0052654,19412,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
101,1786307,passed,true,,1019 * 1753,true,1,1,0,1,0,999,0.0032106000000000005,11900,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
102,1792993,passed,true,,1009 * 1777,true,1,1,0,1,0,963,0.0030522000000000006,11529,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
103,1794971,passed,true,,1031 * 1741,true,1,1,0,1,0,1211,0.0041434,15302,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
104,1813529,passed,true,,1031 * 1759,true,1,1,0,1,0,1280,0.004447,17082,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
105,1838821,passed,true,,1021 * 1801,true,1,1,0,1,0,1021,0.0033074000000000007,12622,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
106,1839407,passed,true,,1009 * 1823,true,1,1,0,1,0,849,0.0025506,9289,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
107,1842397,passed,true,,1031 * 1787,true,1,1,0,1,0,1274,0.0044206,17266,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
108,1845409,passed,true,,1019 * 1811,true,1,1,0,1,0,1111,0.0037034,13723,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
109,1849031,passed,true,,1021 * 1811,true,1,1,0,1,0,1043,0.0034042000000000005,12749,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
110,1887761,passed,true,,1031 * 1831,true,1,1,0,1,0,1221,0.0041874,16615,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
111,1893893,passed,true,,1009 * 1877,true,1,1,0,1,0,1042,0.0033998000000000006,12616,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
112,1897349,passed,true,,1013 * 1873,true,1,1,0,1,0,1072,0.0035318000000000003,13430,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
113,1904257,passed,true,,1031 * 1847,true,1,1,0,1,0,1222,0.004191800000000001,15946,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
114,1906549,passed,true,,1019 * 1871,true,1,1,0,1,0,1004,0.0032326,11521,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
115,1916417,failed,false,executor_error,,false,0,0,0,1,0,0,0.0,20123,[],[]
116,1918459,passed,true,,1021 * 1879,true,1,1,0,1,0,1093,0.0036182000000000002,13466,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
117,1918691,passed,true,,1031 * 1861,true,1,1,0,1,0,1234,0.0042386,15957,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
118,1924877,passed,true,,1031 * 1867,true,1,1,0,1,0,1168,0.003954200000000001,14535,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
119,1924891,passed,true,,1019 * 1889,true,1,1,0,1,0,881,0.0026914,9838,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
120,1935187,passed,true,,1031 * 1877,true,1,1,0,1,0,1196,0.0040714,14433,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
121,1947559,passed,true,,1031 * 1889,true,1,1,0,1,0,1162,0.0039218,14565,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
122,1971551,passed,true,,1021 * 1931,true,1,1,0,1,0,1134,0.0038046000000000004,13623,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
123,1991971,passed,true,,1021 * 1951,true,1,1,0,1,0,1301,0.0045394,16601,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
124,1992923,passed,true,,1031 * 1933,true,1,1,0,1,0,1152,0.0038838,13567,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
125,2004883,passed,true,,1009 * 1987,true,1,1,0,1,0,943,0.0029642,10585,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
126,2010937,passed,true,,1009 * 1993,true,1,1,0,1,0,943,0.0029642,10763,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
127,2014973,passed,true,,1009 * 1997,true,1,1,0,1,0,842,0.0025198000000000004,8474,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
128,2020559,passed,true,,1021 * 1979,true,1,1,0,1,0,1289,0.0044866,16763,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
129,2021027,passed,true,,1009 * 2003,true,1,1,0,1,0,836,0.0024994,9158,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
130,2024987,passed,true,,1013 * 1999,true,1,1,0,1,0,904,0.0027926000000000006,9416,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
131,2035153,passed,true,,1009 * 2017,true,1,1,0,1,0,785,0.002269,8547,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
132,2040979,passed,true,,1021 * 1999,true,1,1,0,1,0,1111,0.0037034,13492,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
133,2058907,passed,true,,1031 * 1997,true,1,1,0,1,0,982,0.0031358000000000002,11230,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
134,2065093,passed,true,,1031 * 2003,true,1,1,0,1,0,1013,0.0032722000000000003,11434,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
135,2069567,passed,true,,1021 * 2027,true,1,1,0,1,0,1108,0.0036902000000000003,12330,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
136,2073341,passed,true,,1031 * 2011,true,1,1,0,1,0,960,0.003039,12915,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
137,2079527,passed,true,,1031 * 2017,true,1,1,0,1,0,1041,0.0033954000000000002,11819,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
138,2089819,passed,true,,1013 * 2063,true,1,1,0,1,0,994,0.0031886000000000006,11940,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
139,2092007,passed,true,,1019 * 2053,true,1,1,0,1,0,1009,0.0032606000000000002,10950,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
140,2096113,passed,true,,1021 * 2053,true,1,1,0,1,0,921,0.0028674000000000004,9780,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
141,2102197,passed,true,,1019 * 2063,true,1,1,0,1,0,913,0.0028322000000000004,9858,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
142,2102209,passed,true,,1031 * 2039,true,1,1,0,1,0,827,0.0024598,10751,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
143,2110079,passed,true,,1013 * 2083,true,1,1,0,1,0,979,0.0031286,10647,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
144,2117891,passed,true,,1009 * 2099,true,1,1,0,1,0,913,0.0028322000000000004,10316,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
145,2122577,passed,true,,1019 * 2083,true,1,1,0,1,0,947,0.0029818,10012,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
146,2128691,passed,true,,1019 * 2089,true,1,1,0,1,0,1143,0.0038442000000000003,14047,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
147,2150179,passed,true,,1009 * 2131,true,1,1,0,1,0,816,0.0024054000000000002,8259,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
148,2151697,passed,true,,1031 * 2087,true,1,1,0,1,0,1090,0.003617,13431,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
149,2155331,passed,true,,1021 * 2111,true,1,1,0,1,0,1029,0.0033426000000000003,11730,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
150,2158703,passed,true,,1013 * 2131,true,1,1,0,1,0,1146,0.0038574000000000004,13912,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
151,2162287,passed,true,,1009 * 2143,true,1,1,0,1,0,871,0.0026534,9595,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
152,2168833,passed,true,,1013 * 2141,true,1,1,0,1,0,882,0.0026958000000000004,9218,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
153,2169451,passed,true,,1019 * 2129,true,1,1,0,1,0,972,0.0030918000000000005,11152,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
154,2170859,passed,true,,1013 * 2143,true,1,1,0,1,0,1132,0.0037958000000000006,13807,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
155,2175751,passed,true,,1021 * 2131,true,1,1,0,1,0,1224,0.0042006000000000005,15624,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
156,2180989,passed,true,,1013 * 2153,true,1,1,0,1,0,1015,0.0032810000000000005,11474,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
157,2181877,passed,true,,1021 * 2137,true,1,1,0,1,0,1034,0.0033706,11592,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
158,2188003,passed,true,,1021 * 2143,true,1,1,0,1,0,992,0.0031858000000000004,11754,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
159,2198611,passed,true,,1009 * 2179,true,1,1,0,1,0,811,0.0023774,7416,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
160,2206381,passed,true,,1021 * 2161,true,1,1,0,1,0,1008,0.0032502000000000004,11223,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
161,2209433,passed,true,,1031 * 2143,true,1,1,0,1,0,1302,0.0045438,17917,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
162,2227991,passed,true,,1031 * 2161,true,1,1,0,1,0,1255,0.004337,16642,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
163,2232917,passed,true,,1009 * 2213,true,1,1,0,1,0,915,0.0028350000000000003,10538,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
164,2249263,passed,true,,1021 * 2203,true,1,1,0,1,0,1153,0.0038822000000000006,14923,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
165,2255047,passed,true,,1019 * 2213,true,1,1,0,1,0,961,0.0030434000000000004,10189,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
166,2259151,passed,true,,1009 * 2239,true,1,1,0,1,0,1023,0.0033162,11418,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
167,2263187,passed,true,,1009 * 2243,true,1,1,0,1,0,855,0.0025710000000000004,10341,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
168,2267641,passed,true,,1021 * 2221,true,1,1,0,1,0,1235,0.004243,14988,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
169,2271293,passed,true,,1031 * 2203,true,1,1,0,1,0,1185,0.0040290000000000005,15365,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
170,2275417,passed,true,,1031 * 2207,true,1,1,0,1,0,1115,0.003715,13251,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
171,2281541,passed,true,,1019 * 2239,true,1,1,0,1,0,1225,0.004211,15096,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
172,2281603,passed,true,,1031 * 2213,true,1,1,0,1,0,1166,0.003951400000000001,15347,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
173,2286019,passed,true,,1021 * 2239,true,1,1,0,1,0,1083,0.0035802000000000004,12376,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
174,2287403,passed,true,,1009 * 2267,true,1,1,0,1,0,941,0.0029554000000000004,10533,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
175,2293457,passed,true,,1009 * 2273,true,1,1,0,1,0,822,0.0024258,7906,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
176,2316187,passed,true,,1019 * 2273,true,1,1,0,1,0,1008,0.0032502000000000004,11898,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
177,2326861,passed,true,,1013 * 2297,true,1,1,0,1,0,904,0.0027926000000000006,9663,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
178,2339017,passed,true,,1013 * 2309,true,1,1,0,1,0,947,0.0029758000000000002,11878,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
179,2339339,passed,true,,1031 * 2269,true,1,1,0,1,0,1384,0.004898600000000001,18323,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
180,2345237,passed,true,,1021 * 2297,true,1,1,0,1,0,1028,0.0033322000000000004,11192,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
181,2354909,passed,true,,1019 * 2311,true,1,1,0,1,0,1205,0.004117,17984,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
182,2383441,passed,true,,1019 * 2339,true,1,1,0,1,0,1059,0.0034686000000000005,12160,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
183,2385479,passed,true,,1019 * 2341,true,1,1,0,1,0,1136,0.0038074000000000003,14393,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
184,2387641,passed,true,,1013 * 2357,true,1,1,0,1,0,1083,0.0035742,13348,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
185,2390161,passed,true,,1021 * 2341,true,1,1,0,1,0,1106,0.0036754,13257,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
