input_index,target_n,status,final_correctness,failure_kind,factor_expression,parser_success,raw_output_count,parsed_output_count,parse_failure_count,provider_attempt_count,retry_count,usage_total_tokens,cost_estimate,latency_ms,providers,models
17,1140457,passed,true,,1021 * 1117,true,1,1,0,1,0,1299,0.0045306,16931,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
18,1143379,failed,false,executor_error,,false,0,0,0,1,0,0,0.0,20115,[],[]
19,1151627,passed,true,,1031 * 1117,true,1,1,0,1,0,1059,0.0034806000000000004,12613,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
20,1167989,passed,true,,1013 * 1153,true,1,1,0,1,0,1012,0.0032678000000000004,11695,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
21,1173467,passed,true,,1009 * 1163,true,1,1,0,1,0,953,0.0030082000000000004,10425,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
22,1193249,passed,true,,1019 * 1171,true,1,1,0,1,0,963,0.0030522000000000006,10273,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
23,1202431,failed,false,executor_error,,false,0,0,0,1,0,0,0.0,20119,[],[]
24,1208509,passed,true,,1013 * 1193,true,1,1,0,1,0,881,0.0026974,9174,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
25,1216613,passed,true,,1013 * 1201,true,1,1,0,1,0,901,0.0027794000000000004,9662,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
26,1223819,passed,true,,1019 * 1201,true,1,1,0,1,0,965,0.0030610000000000004,10694,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
27,1223917,passed,true,,1009 * 1213,true,1,1,0,1,0,775,0.0022250000000000004,7446,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
28,1227953,passed,true,,1009 * 1217,true,1,1,0,1,0,810,0.002379,7621,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
29,1236047,passed,true,,1019 * 1213,true,1,1,0,1,0,930,0.0029070000000000003,9611,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
30,1260241,passed,true,,1009 * 1249,true,1,1,0,1,0,821,0.0024274,8271,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
31,1282921,passed,true,,1019 * 1259,true,1,1,0,1,0,996,0.0031974,10981,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
32,1288493,passed,true,,1009 * 1277,true,1,1,0,1,0,1053,0.0034482000000000002,12336,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
33,1294547,passed,true,,1009 * 1283,true,1,1,0,1,0,775,0.0022250000000000004,7900,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
34,1313861,passed,true,,1013 * 1297,true,1,1,0,1,0,830,0.002467,8065,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
35,1318649,passed,true,,1031 * 1279,true,1,1,0,1,0,1356,0.0047814,17522,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
36,1330871,passed,true,,1009 * 1319,true,1,1,0,1,0,822,0.0024318000000000005,8765,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
37,1331021,passed,true,,1031 * 1291,true,1,1,0,1,0,1027,0.0033398,11533,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
38,1338173,passed,true,,1013 * 1321,true,1,1,0,1,0,943,0.0029642,10156,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
39,1343393,passed,true,,1031 * 1303,true,1,1,0,1,0,1489,0.0053666,18234,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
40,1344251,passed,true,,1013 * 1327,true,1,1,0,1,0,913,0.0028322000000000004,9138,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
41,1347517,passed,true,,1031 * 1307,true,1,1,0,1,0,1414,0.0050366,19793,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
42,1348741,passed,true,,1021 * 1321,true,1,1,0,1,0,1069,0.0035186,13061,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
43,1354867,passed,true,,1021 * 1327,true,1,1,0,1,0,1121,0.0037474,14595,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
44,1361951,passed,true,,1031 * 1321,true,1,1,0,1,0,1178,0.0040042,14608,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
45,1385357,passed,true,,1009 * 1373,true,1,1,0,1,0,855,0.0025770000000000003,9976,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
46,1386859,passed,true,,1019 * 1361,true,1,1,0,1,0,908,0.0028102,10006,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
47,1409377,passed,true,,1031 * 1367,true,1,1,0,1,0,1029,0.0033426000000000003,11545,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
48,1411591,passed,true,,1009 * 1399,true,1,1,0,1,0,786,0.0022794,8067,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
49,1417187,passed,true,,1013 * 1399,true,1,1,0,1,0,1023,0.0033162,11452,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
50,1435771,passed,true,,1019 * 1409,true,1,1,0,1,0,900,0.0027750000000000006,9649,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
51,1452679,passed,true,,1031 * 1409,true,1,1,0,1,0,1126,0.0037694000000000004,12823,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
52,1452883,passed,true,,1021 * 1423,true,1,1,0,1,0,1065,0.0035010000000000006,15283,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
53,1454113,passed,true,,1019 * 1427,true,1,1,0,1,0,953,0.0030082000000000004,9779,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
54,1466077,passed,true,,1009 * 1453,true,1,1,0,1,0,848,0.0025462,8778,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
55,1477387,passed,true,,1021 * 1447,true,1,1,0,1,0,942,0.0029598000000000003,10030,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
56,1478569,passed,true,,1019 * 1451,true,1,1,0,1,0,1112,0.0037078000000000002,12989,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
57,1500383,passed,true,,1009 * 1487,true,1,1,0,1,0,928,0.0028982000000000005,10179,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
58,1502279,passed,true,,1013 * 1483,true,1,1,0,1,0,1000,0.003215,11395,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
59,1504229,passed,true,,1031 * 1459,true,1,1,0,1,0,1148,0.0038662,13212,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
60,1506437,passed,true,,1009 * 1493,true,1,1,0,1,0,920,0.002863,9579,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
61,1508357,passed,true,,1013 * 1489,true,1,1,0,1,0,909,0.0028146000000000004,9314,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
62,1512101,passed,true,,1021 * 1481,true,1,1,0,1,0,1077,0.0035598,13212,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
63,1512491,passed,true,,1009 * 1499,true,1,1,0,1,0,948,0.0029862000000000005,10997,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
64,1518487,passed,true,,1013 * 1499,true,1,1,0,1,0,839,0.0025066000000000003,9091,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
65,1520269,passed,true,,1021 * 1489,true,1,1,0,1,0,992,0.0031798000000000004,11387,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
66,1521367,passed,true,,1019 * 1493,true,1,1,0,1,0,1106,0.0036874,13208,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
67,1528973,passed,true,,1031 * 1483,true,1,1,0,1,0,1091,0.0036154000000000004,12157,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
68,1539283,passed,true,,1031 * 1493,true,1,1,0,1,0,1127,0.0037738000000000003,13233,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
69,1557841,passed,true,,1031 * 1511,true,1,1,0,1,0,1220,0.004183,16100,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
70,1572317,passed,true,,1019 * 1543,true,1,1,0,1,0,906,0.0028014,10064,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
71,1575403,passed,true,,1021 * 1543,true,1,1,0,1,0,1024,0.0033206000000000004,11810,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
72,1588621,passed,true,,1019 * 1559,true,1,1,0,1,0,967,0.0030698000000000006,11256,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
73,1591423,passed,true,,1013 * 1571,true,1,1,0,1,0,906,0.0028074,9742,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
74,1593211,passed,true,,1009 * 1579,true,1,1,0,1,0,842,0.0025198000000000004,9226,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
75,1599527,passed,true,,1013 * 1579,true,1,1,0,1,0,925,0.0028850000000000004,10265,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
76,1619701,passed,true,,1031 * 1571,true,1,1,0,1,0,1194,0.0040686,14445,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
77,1621813,passed,true,,1013 * 1601,true,1,1,0,1,0,850,0.002561,8528,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
78,1627949,passed,true,,1031 * 1579,true,1,1,0,1,0,1323,0.0046362,17021,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
79,1637533,passed,true,,1019 * 1607,true,1,1,0,1,0,1182,0.004015800000000001,14507,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
80,1640747,passed,true,,1021 * 1607,true,1,1,0,1,0,1176,0.003989400000000001,14142,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
81,1652999,passed,true,,1021 * 1619,true,1,1,0,1,0,1013,0.0032722000000000003,10867,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
82,1656817,passed,true,,1031 * 1607,true,1,1,0,1,0,1079,0.0035626000000000004,12170,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
83,1657913,passed,true,,1019 * 1627,true,1,1,0,1,0,976,0.0031094000000000004,10941,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
84,1658281,passed,true,,1013 * 1637,true,1,1,0,1,0,960,0.003039,11021,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
85,1669189,passed,true,,1031 * 1619,true,1,1,0,1,0,1065,0.0035010000000000006,11912,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
86,1684619,passed,true,,1013 * 1663,true,1,1,0,1,0,933,0.0029202,10358,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
87,1688483,passed,true,,1019 * 1657,true,1,1,0,1,0,1294,0.0045086,16020,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
88,1700711,passed,true,,1019 * 1669,true,1,1,0,1,0,960,0.003039,11037,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
89,1708367,passed,true,,1031 * 1657,true,1,1,0,1,0,1124,0.0037606000000000007,13602,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
90,1715009,passed,true,,1013 * 1693,true,1,1,0,1,0,1052,0.0034498,12237,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
91,1718677,passed,true,,1031 * 1667,true,1,1,0,1,0,1154,0.0038926000000000004,15018,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
92,1721087,passed,true,,1013 * 1699,true,1,1,0,1,0,909,0.0028206,9862,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
93,1745399,passed,true,,1013 * 1723,true,1,1,0,1,0,1078,0.0035582000000000005,12946,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
94,1751669,passed,true,,1031 * 1699,true,1,1,0,1,0,1014,0.0032826,11711,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
95,1753699,passed,true,,1019 * 1721,true,1,1,0,1,0,1005,0.0032370000000000003,11729,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
96,1755737,passed,true,,1019 * 1723,true,1,1,0,1,0,990,0.0031710000000000006,10985,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
97,1756669,passed,true,,1009 * 1741,true,1,1,0,1,0,787,0.0022778,7665,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
98,1759183,passed,true,,1021 * 1723,true,1,1,0,1,0,1080,0.0035670000000000003,12520,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
99,1774351,passed,true,,1031 * 1721,true,1,1,0,1,0,1129,0.0037826,13002,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
100,1776413,passed,true,,1031 * 1723,true,1,1,0,1,0,1239,0.004266600000000001,15266,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
101,1786307,passed,true,,1019 * 1753,true,1,1,0,1,0,1008,0.0032502000000000004,11409,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
102,1792993,passed,true,,1009 * 1777,true,1,1,0,1,0,1006,0.0032414,11094,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
103,1794971,passed,true,,1031 * 1741,true,1,1,0,1,0,1129,0.0037826,13177,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
104,1813529,passed,true,,1031 * 1759,true,1,1,0,1,0,1182,0.004015800000000001,13764,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
105,1838821,passed,true,,1021 * 1801,true,1,1,0,1,0,1141,0.0038354000000000005,13671,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
106,1839407,passed,true,,1009 * 1823,true,1,1,0,1,0,779,0.0022426,7236,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
107,1842397,passed,true,,1031 * 1787,true,1,1,0,1,0,1114,0.0037166000000000005,13793,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
108,1845409,passed,true,,1019 * 1811,true,1,1,0,1,0,1123,0.0037562000000000003,14125,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
109,1849031,passed,true,,1021 * 1811,true,1,1,0,1,0,1041,0.0033954000000000002,11593,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
110,1887761,passed,true,,1031 * 1831,true,1,1,0,1,0,1136,0.0038134000000000006,13495,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
111,1893893,passed,true,,1009 * 1877,true,1,1,0,1,0,929,0.0029026,9382,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
112,1897349,passed,true,,1013 * 1873,true,1,1,0,1,0,927,0.0028938000000000006,10195,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
113,1904257,passed,true,,1031 * 1847,true,1,1,0,1,0,1202,0.0041038,14201,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
114,1906549,passed,true,,1019 * 1871,true,1,1,0,1,0,966,0.0030654000000000002,11782,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
115,1916417,passed,true,,1021 * 1877,true,1,1,0,1,0,1181,0.0040054,14078,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
116,1918459,passed,true,,1021 * 1879,true,1,1,0,1,0,1365,0.004815,17519,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
117,1918691,passed,true,,1031 * 1861,true,1,1,0,1,0,1277,0.004427800000000001,15853,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
118,1924877,passed,true,,1031 * 1867,true,1,1,0,1,0,1203,0.0041082,14172,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
119,1924891,passed,true,,1019 * 1889,true,1,1,0,1,0,1023,0.0033162,11692,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
120,1935187,passed,true,,1031 * 1877,true,1,1,0,1,0,1329,0.0046566,16550,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
121,1947559,passed,true,,1031 * 1889,true,1,1,0,1,0,1202,0.0040978,14840,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
122,1971551,passed,true,,1021 * 1931,true,1,1,0,1,0,990,0.0031710000000000006,10666,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
123,1991971,passed,true,,1021 * 1951,true,1,1,0,1,0,1221,0.0041874,15414,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
124,1992923,passed,true,,1031 * 1933,true,1,1,0,1,0,1154,0.0038926000000000004,13379,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
125,2004883,passed,true,,1009 * 1987,true,1,1,0,1,0,796,0.0023174000000000003,7987,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
126,2010937,passed,true,,1009 * 1993,true,1,1,0,1,0,795,0.0023130000000000004,7738,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
127,2014973,passed,true,,1009 * 1997,true,1,1,0,1,0,835,0.0024890000000000003,8271,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
128,2020559,passed,true,,1021 * 1979,true,1,1,0,1,0,1069,0.0035186,12333,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
129,2021027,passed,true,,1009 * 2003,true,1,1,0,1,0,624,0.0015666,4796,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
130,2024987,passed,true,,1013 * 1999,true,1,1,0,1,0,1033,0.0033602000000000003,11519,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
131,2035153,passed,true,,1009 * 2017,true,1,1,0,1,0,800,0.002335,7584,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
132,2040979,passed,true,,1021 * 1999,true,1,1,0,1,0,1045,0.0034130000000000002,12122,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
133,2058907,passed,true,,1031 * 1997,true,1,1,0,1,0,1095,0.0036330000000000004,12199,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
134,2065093,passed,true,,1031 * 2003,true,1,1,0,1,0,1009,0.0032546000000000003,10571,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
135,2069567,passed,true,,1021 * 2027,true,1,1,0,1,0,1102,0.0036638,14073,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
136,2073341,passed,true,,1031 * 2011,true,1,1,0,1,0,1039,0.0033866000000000005,12284,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
137,2079527,passed,true,,1031 * 2017,true,1,1,0,1,0,1339,0.0047066,17229,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
138,2089819,passed,true,,1013 * 2063,true,1,1,0,1,0,914,0.0028366000000000003,10172,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
139,2092007,passed,true,,1019 * 2053,true,1,1,0,1,0,1302,0.0045498,18366,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
140,2096113,failed,false,executor_error,,false,0,0,0,1,0,0,0.0,20107,[],[]
141,2102197,passed,true,,1019 * 2063,true,1,1,0,1,0,914,0.0028366000000000003,9411,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
142,2102209,passed,true,,1031 * 2039,true,1,1,0,1,0,1144,0.0038546,13312,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
143,2110079,passed,true,,1013 * 2083,true,1,1,0,1,0,974,0.0031066,11240,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
144,2117891,passed,true,,1009 * 2099,true,1,1,0,1,0,802,0.0023438,7589,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
145,2122577,passed,true,,1019 * 2083,true,1,1,0,1,0,948,0.0029862000000000005,11639,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
146,2128691,passed,true,,1019 * 2089,true,1,1,0,1,0,1004,0.0032326,11616,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
147,2150179,passed,true,,1009 * 2131,true,1,1,0,1,0,1024,0.0033206000000000004,11352,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
148,2151697,passed,true,,1031 * 2087,true,1,1,0,1,0,1119,0.0037446,14664,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
149,2155331,passed,true,,1021 * 2111,true,1,1,0,1,0,1397,0.004961800000000001,18466,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
150,2158703,passed,true,,1013 * 2131,true,1,1,0,1,0,947,0.0029818,10143,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
151,2162287,passed,true,,1009 * 2143,true,1,1,0,1,0,985,0.003155,11025,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
152,2168833,passed,true,,1013 * 2141,true,1,1,0,1,0,948,0.0029862000000000005,11854,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
153,2169451,passed,true,,1019 * 2129,true,1,1,0,1,0,1232,0.0042358,15696,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
154,2170859,passed,true,,1013 * 2143,true,1,1,0,1,0,850,0.0025550000000000004,8903,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
155,2175751,passed,true,,1021 * 2131,true,1,1,0,1,0,1231,0.004231400000000001,15021,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
156,2180989,passed,true,,1013 * 2153,true,1,1,0,1,0,1027,0.0033338,11811,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
157,2181877,passed,true,,1021 * 2137,true,1,1,0,1,0,1004,0.0032386,12341,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
158,2188003,passed,true,,1021 * 2143,true,1,1,0,1,0,1254,0.004338600000000001,15506,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
159,2198611,passed,true,,1009 * 2179,true,1,1,0,1,0,955,0.0030110000000000002,11583,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
160,2206381,passed,true,,1021 * 2161,true,1,1,0,1,0,1118,0.0037342000000000005,13191,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
161,2209433,passed,true,,1031 * 2143,true,1,1,0,1,0,1199,0.004090600000000001,16435,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
162,2227991,passed,true,,1031 * 2161,true,1,1,0,1,0,1123,0.0037562000000000003,12914,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
163,2232917,failed,false,executor_error,,false,0,0,0,1,0,0,0.0,20143,[],[]
164,2249263,passed,true,,1021 * 2203,true,1,1,0,1,0,1138,0.0038162000000000005,12852,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
165,2255047,passed,true,,1019 * 2213,true,1,1,0,1,0,1180,0.004007,14350,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
166,2259151,passed,true,,1009 * 2239,true,1,1,0,1,0,886,0.0027134000000000004,8801,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
167,2263187,passed,true,,1009 * 2243,true,1,1,0,1,0,888,0.0027162,10276,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
168,2267641,passed,true,,1021 * 2221,true,1,1,0,1,0,1106,0.0036754,12391,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
169,2271293,passed,true,,1031 * 2203,true,1,1,0,1,0,1110,0.0036990000000000005,13502,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
170,2275417,passed,true,,1031 * 2207,true,1,1,0,1,0,1321,0.004621400000000001,16322,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
171,2281541,passed,true,,1019 * 2239,true,1,1,0,1,0,1120,0.003749,12944,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
172,2281603,passed,true,,1031 * 2213,true,1,1,0,1,0,1172,0.0039778,13813,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
173,2286019,passed,true,,1021 * 2239,true,1,1,0,1,0,1221,0.0041874,14046,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
174,2287403,passed,true,,1009 * 2267,true,1,1,0,1,0,954,0.0030126000000000003,9927,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
175,2293457,passed,true,,1009 * 2273,true,1,1,0,1,0,832,0.0024698000000000003,8182,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
176,2316187,passed,true,,1019 * 2273,true,1,1,0,1,0,1481,0.0053314,18959,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
177,2326861,passed,true,,1013 * 2297,true,1,1,0,1,0,976,0.0031094000000000004,11266,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
178,2339017,passed,true,,1013 * 2309,true,1,1,0,1,0,926,0.0028834,10119,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
179,2339339,passed,true,,1031 * 2269,true,1,1,0,1,0,1445,0.0051670000000000015,18877,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
180,2345237,passed,true,,1021 * 2297,true,1,1,0,1,0,1089,0.0036006000000000002,12474,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
181,2354909,passed,true,,1019 * 2311,true,1,1,0,1,0,1088,0.0036022000000000007,12451,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
182,2383441,passed,true,,1019 * 2339,true,1,1,0,1,0,1175,0.003979,14864,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
183,2385479,passed,true,,1019 * 2341,true,1,1,0,1,0,1101,0.0036534000000000002,13532,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
184,2387641,passed,true,,1013 * 2357,true,1,1,0,1,0,1076,0.0035434000000000004,12301,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
185,2390161,passed,true,,1021 * 2341,true,1,1,0,1,0,1111,0.0036974000000000004,12790,"[""siliconflow""]","[""zai-org/GLM-5.2""]"
